,ScientificName,Run,bam,bam_exists,fasta,fasta_exists,bigwig,bigwig_exists
17,Homo sapiens,DRR277026,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277026.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277026.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277026.bw,False
18,Homo sapiens,DRR277027,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277027.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277027.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277027.bw,False
19,Homo sapiens,DRR277028,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277028.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277028.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277028.bw,False
20,Homo sapiens,DRR277029,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277029.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277029.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277029.bw,False
21,Homo sapiens,DRR277030,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277030.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277030.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277030.bw,False
22,Homo sapiens,DRR277031,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277031.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277031.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277031.bw,False
23,Homo sapiens,DRR277032,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277032.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277032.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277032.bw,False
24,Homo sapiens,DRR277035,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277035.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277035.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277035.bw,False
25,Homo sapiens,DRR277036,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277036.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277036.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277036.bw,False
26,Homo sapiens,DRR277039,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277039.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277039.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277039.bw,False
27,Homo sapiens,DRR277040,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277040.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277040.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277040.bw,False
28,Homo sapiens,DRR277043,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277043.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277043.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277043.bw,False
29,Homo sapiens,DRR277044,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277044.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277044.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277044.bw,False
30,Homo sapiens,DRR277047,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277047.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277047.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277047.bw,False
31,Homo sapiens,DRR277048,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277048.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277048.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277048.bw,False
32,Homo sapiens,DRR277051,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277051.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277051.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277051.bw,False
33,Homo sapiens,DRR277052,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277052.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277052.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277052.bw,False
34,Homo sapiens,DRR277055,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277055.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277055.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277055.bw,False
35,Homo sapiens,DRR277056,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277056.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277056.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277056.bw,False
36,Homo sapiens,DRR277059,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277059.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277059.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277059.bw,False
37,Homo sapiens,DRR277060,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277060.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277060.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277060.bw,False
38,Homo sapiens,DRR277063,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277063.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277063.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277063.bw,False
39,Homo sapiens,DRR277064,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277064.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277064.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277064.bw,False
40,Homo sapiens,DRR277067,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277067.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277067.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277067.bw,False
41,Homo sapiens,DRR277068,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277068.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277068.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277068.bw,False
42,Homo sapiens,DRR277071,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277071.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277071.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277071.bw,False
43,Homo sapiens,DRR277072,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277072.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277072.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277072.bw,False
44,Homo sapiens,DRR277075,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277075.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277075.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277075.bw,False
45,Homo sapiens,DRR277076,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277076.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277076.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277076.bw,False
46,Homo sapiens,DRR277079,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277079.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277079.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277079.bw,False
47,Homo sapiens,DRR277080,/data2/Jack/RDP-Files/bams/bams/DRR277/DRR277080.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR277/DRR277080.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR277/DRR277080.bw,False
48,Arabidopsis thaliana,DRR395056,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395056.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395056.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395056.bw,False
49,Arabidopsis thaliana,DRR395057,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395057.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395057.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395057.bw,False
50,Arabidopsis thaliana,DRR395058,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395058.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395058.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395058.bw,False
51,Arabidopsis thaliana,DRR395059,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395059.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395059.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395059.bw,False
52,Arabidopsis thaliana,DRR395060,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395060.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395060.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395060.bw,False
53,Arabidopsis thaliana,DRR395061,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395061.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395061.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395061.bw,False
54,Arabidopsis thaliana,DRR395062,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395062.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395062.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395062.bw,False
55,Arabidopsis thaliana,DRR395063,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395063.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395063.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395063.bw,False
56,Arabidopsis thaliana,DRR395064,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395064.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395064.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395064.bw,False
57,Arabidopsis thaliana,DRR395065,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395065.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395065.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395065.bw,False
58,Arabidopsis thaliana,DRR395066,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395066.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395066.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395066.bw,False
59,Arabidopsis thaliana,DRR395067,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395067.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395067.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395067.bw,False
60,Arabidopsis thaliana,DRR395080,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395080.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395080.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395080.bw,False
61,Arabidopsis thaliana,DRR395081,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395081.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395081.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395081.bw,False
62,Arabidopsis thaliana,DRR395082,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395082.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395082.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395082.bw,False
63,Arabidopsis thaliana,DRR395083,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395083.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395083.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395083.bw,False
64,Arabidopsis thaliana,DRR395084,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395084.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395084.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395084.bw,False
65,Arabidopsis thaliana,DRR395085,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395085.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395085.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395085.bw,False
66,Arabidopsis thaliana,DRR395086,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395086.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395086.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395086.bw,False
67,Arabidopsis thaliana,DRR395087,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395087.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395087.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395087.bw,False
68,Arabidopsis thaliana,DRR395088,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395088.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395088.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395088.bw,False
69,Arabidopsis thaliana,DRR395089,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395089.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395089.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395089.bw,False
70,Arabidopsis thaliana,DRR395090,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395090.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395090.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395090.bw,False
71,Arabidopsis thaliana,DRR395091,/data2/Jack/RDP-Files/bams/bams/DRR395/DRR395091.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR395/DRR395091.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR395/DRR395091.bw,False
72,Homo sapiens,DRR428600,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428600.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428600.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428600.bw,False
73,Homo sapiens,DRR428601,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428601.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428601.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428601.bw,False
74,Homo sapiens,DRR428602,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428602.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428602.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428602.bw,False
75,Homo sapiens,DRR428603,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428603.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428603.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428603.bw,False
76,Homo sapiens,DRR428604,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428604.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428604.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428604.bw,False
77,Homo sapiens,DRR428605,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428605.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428605.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428605.bw,False
78,Homo sapiens,DRR428606,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428606.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428606.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428606.bw,False
79,Homo sapiens,DRR428607,/data2/Jack/RDP-Files/bams/bams/DRR428/DRR428607.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR428/DRR428607.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR428/DRR428607.bw,False
80,Mus musculus,DRR207365,/data2/Jack/RDP-Files/bams/bams/DRR207/DRR207365.bam,True,/data2/Jack/RDP-Files/fastas/fastas/DRR207/DRR207365.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/DRR207/DRR207365.bw,False
81,Mus musculus,ERR1190989,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1190989.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1190989.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1190989.bw,False
82,Mus musculus,ERR1190990,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1190990.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1190990.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1190990.bw,False
83,Mus musculus,ERR1190991,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1190991.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1190991.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1190991.bw,False
84,Mus musculus,ERR1190992,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1190992.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1190992.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1190992.bw,False
85,Mus musculus,ERR1190999,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1190999.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1190999.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1190999.bw,False
86,Mus musculus,ERR1191000,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191000.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191000.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191000.bw,False
87,Mus musculus,ERR1191001,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191001.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191001.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191001.bw,False
88,Mus musculus,ERR1191002,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191002.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191002.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191002.bw,False
89,Mus musculus,ERR1191003,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191003.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191003.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191003.bw,False
90,Mus musculus,ERR1191004,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191004.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191004.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191004.bw,False
91,Mus musculus,ERR1191005,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191005.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191005.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191005.bw,False
92,Mus musculus,ERR1191006,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191006.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191006.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191006.bw,False
93,Mus musculus,ERR1191007,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191007.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191007.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191007.bw,False
94,Mus musculus,ERR1191008,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191008.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191008.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191008.bw,False
95,Mus musculus,ERR1191009,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191009.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191009.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191009.bw,False
96,Mus musculus,ERR1191010,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191010.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191010.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191010.bw,False
97,Mus musculus,ERR1191011,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191011.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191011.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191011.bw,False
98,Mus musculus,ERR1191012,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191012.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191012.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191012.bw,False
99,Mus musculus,ERR1191019,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191019.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191019.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191019.bw,False
100,Mus musculus,ERR1191020,/data2/Jack/RDP-Files/bams/bams/ERR119/ERR1191020.bam,True,/data2/Jack/RDP-Files/fastas/fastas/ERR119/ERR1191020.fa,False,/data2/Jack/RDP-Files/bigwigs/bigwigs/ERR119/ERR1191020.bw,False
